language,tokenizer_id,template_id,ascii_ratio,lsar,csbc,spr
Hindi,ai4bharat/IndicBERTv2-MLM-only,template-640,0.177570,0.000000,0.000000,3.111111
Hindi,ai4bharat/IndicBERTv2-MLM-only,template-778,0.311927,0.000000,0.000000,3.571429
Hindi,ai4bharat/IndicBERTv2-MLM-only,template-213,0.336634,0.000000,0.000000,3.500000
Hindi,ai4bharat/IndicBERTv2-MLM-only,template-153,0.178947,0.000000,0.000000,3.125000
Hinglish,openai/tiktoken/o200k_base,template-309,0.530303,1.000000,1.000000,2.250000
Hinglish,openai/tiktoken/o200k_base,template-602,0.687500,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-362,0.529412,1.000000,1.000000,1.600000
Hinglish,openai/tiktoken/o200k_base,template-229,0.625000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-493,0.463415,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-946,0.525000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-586,0.557377,1.000000,1.000000,2.250000
Hinglish,openai/tiktoken/o200k_base,template-301,0.648148,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-385,0.625000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-614,0.500000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-294,0.400000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-597,0.625000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-101,0.411765,1.000000,1.000000,2.250000
Hinglish,openai/tiktoken/o200k_base,template-29,0.488372,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-743,0.541667,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-196,0.523810,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-889,0.488372,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-298,0.641509,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-299,0.548387,1.000000,1.000000,1.600000
Hinglish,openai/tiktoken/o200k_base,template-52,0.647059,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-702,0.577778,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-69,0.600000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-578,0.473684,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-656,0.684211,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-981,0.513514,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-466,0.480769,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-933,0.581395,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-509,0.576923,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-46,0.469697,1.000000,1.000000,2.250000
Hinglish,openai/tiktoken/o200k_base,template-812,0.608696,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-126,0.571429,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-482,0.454545,1.000000,1.000000,1.600000
Hinglish,openai/tiktoken/o200k_base,template-118,0.526316,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-63,0.641509,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-712,0.581395,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-422,0.625000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-208,0.351351,1.000000,1.000000,1.600000
Hinglish,openai/tiktoken/o200k_base,template-485,0.555556,1.000000,1.000000,1.600000
Hinglish,openai/tiktoken/o200k_base,template-153,0.490566,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-625,0.732143,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-406,0.625000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-318,0.488889,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-660,0.635135,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-336,0.641509,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-188,0.641509,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-242,0.457143,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-32,0.533333,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-152,0.488372,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-215,0.400000,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-547,0.588235,1.000000,1.000000,1.600000
Hinglish,openai/tiktoken/o200k_base,template-401,0.647059,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-50,0.625000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-497,0.525000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-511,0.448980,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-252,0.608696,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-341,0.400000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-860,0.625000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-735,0.607595,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-744,0.456140,1.000000,1.000000,2.250000
Hinglish,openai/tiktoken/o200k_base,template-330,0.700000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-555,0.481481,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-934,0.425532,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-325,0.454545,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-387,0.584906,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-830,0.480769,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-957,0.642857,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-993,0.550000,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-958,0.600000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-83,0.571429,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-84,0.581395,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-584,0.600000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-587,0.400000,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-986,0.404255,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-21,0.550000,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-134,0.475000,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-273,0.680851,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-807,0.526316,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-169,0.648148,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-701,0.513514,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-891,0.647059,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-137,0.481481,1.000000,1.000000,1.600000
Hinglish,openai/tiktoken/o200k_base,template-870,0.464286,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-175,0.500000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-218,0.581395,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-962,0.508197,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-693,0.647059,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-282,0.469697,1.000000,1.000000,1.800000
Hinglish,openai/tiktoken/o200k_base,template-490,0.425926,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-994,0.632653,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-319,0.607143,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-54,0.456140,1.000000,1.000000,2.250000
Hinglish,openai/tiktoken/o200k_base,template-945,0.500000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-633,0.375000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-581,0.381818,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-45,0.424242,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-376,0.578947,1.000000,1.000000,1.600000
Hinglish,openai/tiktoken/o200k_base,template-649,0.419355,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-871,0.684211,1.000000,1.000000,2.000000
Hinglish,openai/tiktoken/o200k_base,template-426,0.550000,1.000000,1.000000,2.500000
Hinglish,openai/tiktoken/o200k_base,template-435,0.403846,1.000000,1.000000,2.250000
Hinglish,openai/tiktoken/cl100k_base,template-309,0.530303,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-602,0.687500,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-362,0.529412,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-229,0.625000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-493,0.463415,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-946,0.525000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-586,0.557377,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-301,0.648148,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-385,0.625000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-614,0.500000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-294,0.400000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-597,0.625000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-101,0.411765,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-29,0.488372,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-743,0.541667,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-196,0.523810,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-889,0.488372,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-298,0.641509,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-299,0.548387,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-52,0.647059,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-702,0.577778,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-69,0.600000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-578,0.473684,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-656,0.684211,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-981,0.513514,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-466,0.480769,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-933,0.581395,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-509,0.576923,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-46,0.469697,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-812,0.608696,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-126,0.571429,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-482,0.454545,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-118,0.526316,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-63,0.641509,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-712,0.581395,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-422,0.625000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-208,0.351351,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-485,0.555556,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-153,0.490566,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-625,0.732143,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-406,0.625000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-318,0.488889,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-660,0.635135,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-336,0.641509,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-188,0.641509,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-242,0.457143,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-32,0.533333,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-152,0.488372,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-215,0.400000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-547,0.588235,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-401,0.647059,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-50,0.625000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-497,0.525000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-511,0.448980,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-252,0.608696,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-341,0.400000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-860,0.625000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-735,0.607595,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-744,0.456140,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-330,0.700000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-555,0.481481,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-934,0.425532,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-325,0.454545,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-387,0.584906,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-830,0.480769,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-957,0.642857,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-993,0.550000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-958,0.600000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-83,0.571429,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-84,0.581395,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-584,0.600000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-587,0.400000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-986,0.404255,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-21,0.550000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-134,0.475000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-273,0.680851,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-807,0.526316,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-169,0.648148,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-701,0.513514,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-891,0.647059,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-137,0.481481,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-870,0.464286,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-175,0.500000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-218,0.581395,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-962,0.508197,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-693,0.647059,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-282,0.469697,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-490,0.425926,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-994,0.632653,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-319,0.607143,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-54,0.456140,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-945,0.500000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-633,0.375000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-581,0.381818,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-45,0.424242,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-376,0.578947,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-649,0.419355,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-871,0.684211,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-426,0.550000,1.000000,1.000000,1.000000
Hinglish,openai/tiktoken/cl100k_base,template-435,0.403846,1.000000,1.000000,1.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-309,0.530303,0.000000,0.000000,2.250000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-602,0.687500,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-362,0.529412,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-229,0.625000,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-493,0.463415,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-946,0.525000,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-586,0.557377,0.000000,0.000000,2.250000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-301,0.648148,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-385,0.625000,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-614,0.500000,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-294,0.400000,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-597,0.625000,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-101,0.411765,0.000000,0.000000,2.250000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-29,0.488372,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-743,0.541667,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-196,0.523810,0.000000,0.000000,5.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-889,0.488372,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-298,0.641509,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-299,0.548387,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-52,0.647059,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-702,0.577778,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-69,0.600000,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-578,0.473684,0.000000,0.000000,5.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-656,0.684211,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-981,0.513514,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-466,0.480769,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-933,0.581395,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-509,0.576923,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-46,0.469697,0.000000,0.000000,2.250000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-812,0.608696,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-126,0.571429,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-482,0.454545,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-118,0.526316,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-63,0.641509,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-712,0.581395,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-422,0.625000,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-208,0.351351,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-485,0.555556,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-153,0.490566,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-625,0.732143,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-406,0.625000,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-318,0.488889,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-660,0.635135,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-336,0.641509,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-188,0.641509,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-242,0.457143,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-32,0.533333,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-152,0.488372,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-215,0.400000,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-547,0.588235,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-401,0.647059,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-50,0.625000,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-497,0.525000,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-511,0.448980,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-252,0.608696,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-341,0.400000,0.000000,0.000000,5.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-860,0.625000,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-735,0.607595,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-744,0.456140,0.000000,0.000000,2.250000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-330,0.700000,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-555,0.481481,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-934,0.425532,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-325,0.454545,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-387,0.584906,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-830,0.480769,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-957,0.642857,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-993,0.550000,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-958,0.600000,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-83,0.571429,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-84,0.581395,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-584,0.600000,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-587,0.400000,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-986,0.404255,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-21,0.550000,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-134,0.475000,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-273,0.680851,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-807,0.526316,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-169,0.648148,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-701,0.513514,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-891,0.647059,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-137,0.481481,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-870,0.464286,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-175,0.500000,0.000000,0.000000,2.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-218,0.581395,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-962,0.508197,0.000000,0.000000,5.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-693,0.647059,0.000000,0.000000,3.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-282,0.469697,0.000000,0.000000,4.500000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-490,0.425926,0.000000,0.000000,4.000000
Hinglish,ai4bharat/IndicBERTv2-MLM-only,template-994,0.632653,0.000000,0.000000,3.000000
